model,sentence,predicted_label,original_label,is_correct,intent_count
Mistral-3B,"On August thirtieth, I would like a flight from Denver to San Francisco in the early AM, and I want to know what times on Wednesday I could take a plane from Denver to Oakland, as well as what United Airlines first class airfare flights are available from Denver to Baltimore on July third.",(atis_flight),"(atis_flight, atis_flight_time, atis_airfare)",0,3
Mistral-3B,"What are the air restrictions on flights from Pittsburgh to Atlanta for the airfare of 416 dollars, then tell me about flights from Atlanta to Charlotte next Monday and show me the price of all flights from Atlanta to Washington DC.",(atis_flight),"(atis_restriction, atis_flight, atis_airfare)",0,3
Mistral-3B,"Please tell me the type of aircraft used from Atlanta to Denver before 12 o'clock noon, list all the flights from Atlanta to Philadelphia on August the first, and show me all airlines with Sunday flights from Philadelphia to Denver.",(atis_flight),"(atis_aircraft, atis_flight, atis_airline)",0,3
Mistral-3B,"What flights go from Dallas to San Francisco before 6 o'clock Sunday afternoon, provide flights and fares from Denver to Oakland, and tell me the prices of the flights from Dallas to Baltimore.",(atis_flight),"(atis_flight, atis_flight#atis_airfare, atis_airfare)",0,3
Mistral-3B,Please list all flights from Dallas to Philadelphia on Monday while also telling me what type of ground transportation is available at Philadelphia Airport and what kind of aircraft I will be flying on if I take a first class American Airlines flight from Philadelphia to Dallas.,(atis_flight),"(atis_ground_service, atis_flight, atis_aircraft)",0,3
Mistral-3B,"Show me the fares on all flights round trip from Pittsburgh to Oakland, tell me what fare codes cover flights from Philadelphia to San Francisco, and I want a flight on Continental from Boston to San Francisco.",(atis_flight),"(atis_airfare, atis_abbreviation, atis_flight)",0,3
Mistral-3B,"Show me all flights and fares from Denver to San Francisco, the least expensive flight from Miami to Cleveland on Sunday after noon, and how much the cheapest flight from Denver to Pittsburgh is.",(atis_flight),"(atis_flight#atis_airfare, atis_flight, atis_airfare)",0,3
Mistral-3B,"Give me fares from Atlanta to Baltimore, show me ground transportation in both Boston and Baltimore, and show me Boston to Oakland flights.",(atis_flight),"(atis_airfare, atis_ground_service, atis_flight)",0,3
Mistral-3B,Please list available ground transportation in Pittsburgh and show me flights from Pittsburgh to Atlanta while also informing me about the air restrictions on flights from Pittsburgh to Atlanta for the airfare of 416 dollars.,(atis_flight),"(atis_ground_service, atis_flight, atis_restriction)",0,3
Mistral-3B,"I would like to fly from Pittsburgh to Atlanta on US Air, and I also want to know which airlines serve Atlanta while you show me times for flights from San Francisco to Atlanta.",(atis_flight),"(atis_flight, atis_airline, atis_flight_time)",0,3
Mistral-3B,"Show me fares leaving on Tuesdays from Denver to go to Dallas, list all flights before 10 AM from Boston to Denver, and the number of flights arriving in Dallas Fort Worth from Boston before noon.",(atis_flight),"(atis_airfare, atis_flight, atis_flight_no)",0,3
Mistral-3B,"I'm interested in flying from Boston to Atlanta and would like to know the fare for a one-way flight, as well as what ground transportation is available at the Boston airport.",(atis_flight),"(atis_ground_service, atis_flight, atis_airfare)",0,3
Mistral-3B,Can you list all flights from Toronto to San Diego while also showing me all airports in Denver and airlines with flights from Philadelphia to Dallas?,(atis_flight),"(atis_flight, atis_airport, atis_airline)",0,3
Mistral-3B,"Please show me airlines with service from Boston to Denver, provide a list of flights from Boston to DC arriving before 9 AM on July twenty-second, and explain how I can get to the Boston airport from downtown Boston.",(atis_flight),"(atis_airline, atis_flight, atis_ground_service)",0,3
Mistral-3B,"Please give me a list of all the flights between Dallas and Baltimore and their cost, then check if there are any other cities I can fly from Boston to Dallas through to get a flight earlier than 10:17 in the morning, and list the fares of the Delta Airlines flights from Boston to Philadelphia.",(atis_flight),"(atis_flight#atis_airfare, atis_city, atis_airfare)",0,3
Mistral-3B,Please give me round trip fares from Pittsburgh to Philadelphia and show me flights from Baltimore to Philadelphia while also telling me the seating capacities of planes between Pittsburgh and Baltimore.,(atis_flight),"(atis_airfare, atis_flight, atis_capacity)",0,3
Mistral-3B,"Show me all flights on Thursday from Atlanta to Oakland which arrive before 5 PM and serve a meal, give me the flights and fares on December 27th from Orlando to Indianapolis, and show me first class airlines from San Francisco to Pittsburgh next Tuesday.",(atis_flight),"(atis_flight, atis_flight#atis_airfare, atis_airline)",0,3
Mistral-3B,"Show all flights from Pittsburgh to Oakland, then tell me what the air restrictions are on flights from Pittsburgh to Atlanta for the airfare of 416 dollars, and what ground transportation is available from the Pittsburgh airport to the town.",(atis_flight),"(atis_restriction, atis_ground_service, atis_flight)",0,3
Mistral-3B,May I see all the flights from Cleveland to Dallas and the economy fare flights from Baltimore to Dallas while also finding out how far downtown is from the airport in Dallas?,(atis_flight),"(atis_flight, atis_airfare, atis_distance)",0,3
Mistral-3B,"What time does the Continental Airlines flight leave Denver going to San Francisco, and can you tell me what airline flies between Denver and San Francisco while also letting me know the earliest flight leaving Denver going to Boston?",(atis_flight),"(atis_flight_time, atis_airline, atis_flight)",0,3
Mistral-3B,"Can you tell me how many American Airline flights leave Denver on June tenth, if there's a Delta flight to San Francisco from Denver on August thirtieth in the early morning, and what type of aircraft is used flying from Atlanta to Denver before 12 noon?",(atis_flight),"(atis_quantity, atis_flight, atis_aircraft)",0,3
Mistral-3B,Can you give me a list of the flights from Atlanta to Boston while telling me how much it costs to fly Eastern Airlines on that route and how many flights Continental has into and out of Atlanta?,(atis_flight),"(atis_airfare, atis_quantity, atis_flight)",0,3
Mistral-3B,"Please tell me the times of the flights between Boston and Baltimore, specify the type of aircraft leaving after 2 PM from Boston to Oakland, and show me flights from Pittsburgh to San Francisco on Friday leaving after 12 noon.",(atis_flight),"(atis_flight_time, atis_aircraft, atis_flight)",0,3
Mistral-3B,"Are there any other cities that I can fly from Boston to Dallas through to get a flight earlier than 10:17 in the morning, show me round trip fares from Las Vegas to Houston nonstop, and I would like to fly from Philadelphia to Dallas.",(atis_flight),"(atis_city, atis_airfare, atis_flight)",0,3
Mistral-3B,"Please tell me the fares from Dallas to Baltimore, the flight times from Boston to Baltimore, and how many flights come from Denver to Baltimore on July nineteenth.",(atis_flight),"(atis_airfare, atis_flight, atis_quantity)",0,3
Mistral-3B,"List all the airlines flying between Washington and Denver and give me the first flight from Boston to Atlanta while I'm leaving Philadelphia to go to San Francisco, flying first class American with a stop in Dallas, and please tell me what type of aircraft you will be flying.",(atis_flight),"(atis_flight, atis_aircraft, atis_airline)",0,3
Mistral-3B,"What is the earliest flight from Boston to Philadelphia, and are there any airlines that have flights leaving before 6:30 AM while also providing information on ground transportation between the airport and downtown in Boston?",(atis_flight),"(atis_flight, atis_ground_service, atis_airline)",0,3
Mistral-3B,Show me flights from San Francisco to Denver after 4 PM and the airlines operating between Toronto and Denver while also telling me the name of the Denver airport.,(atis_flight),"(atis_airport, atis_flight, atis_airline)",0,3
Mistral-3B,Show me flights from Denver to Washington DC on Wednesdays while also providing the fare for DL 296 from Denver to Philadelphia and information about ground transport in Denver.,(atis_flight),"(atis_flight, atis_airfare, atis_ground_service)",0,3
Mistral-3B,"List the flights from Denver to Baltimore while also listing the types of planes that fly between Pittsburgh and Baltimore, and please give me round trip fares from Baltimore to Philadelphia.",(atis_flight),"(atis_flight, atis_aircraft, atis_airfare)",0,3
Mistral-3B,"What are the flights and fares from Boston to Philadelphia, what is the fare on the thrift economy flight from Boston to San Francisco, and I would like to know if I fly on American flight number 813 from Boston to Oakland if I will stop enroute at another city.",(atis_flight),"(atis_flight#atis_airfare, atis_airfare, atis_flight)",0,3
Mistral-3B,"Can you list all flights departing from Toronto and landing in San Diego with a stopover in Denver, while also showing me all flights and fares from Denver to San Francisco and what time flights on Continental Airlines leave from Denver to San Francisco?",(atis_flight),"(atis_flight, atis_flight#atis_airfare, atis_flight_time)",0,3
Mistral-3B,"I'd like to know what type of plane flies from Boston to Dallas Fort Worth after 5:30, what the fare is on American Airlines flight 928 from Dallas Fort Worth to Boston, and find a flight from Philadelphia to Dallas with a stop in Atlanta.",(atis_flight),"(atis_aircraft, atis_airfare, atis_flight)",0,3
Mistral-3B,"I want to travel from Philadelphia to Boston on Wednesday afternoon, list the number of flights leaving Boston for Dallas Fort Worth before 9 AM in the morning, and please give me the flight times on United Airlines for September twentieth from Philadelphia to San Francisco.",(atis_flight),"(atis_flight, atis_quantity, atis_flight_time)",0,3
Mistral-3B,Please list the flight times from Pittsburgh to Newark and provide information on a ticket from Denver to Pittsburgh and Atlanta.,(atis_flight),"(atis_flight_time, atis_flight, atis_airfare)",0,3
Mistral-3B,"Show me the schedule for airlines leaving Pittsburgh going to San Francisco for next Monday, what flights depart from Pittsburgh and arrive in Oakland, California, and how many daily US Air flights are there between Philadelphia and Pittsburgh.",(atis_flight),"(atis_flight_time, atis_flight, atis_quantity)",0,3
Mistral-3B,"I would like the flight number and time for the cheapest first class fare from San Francisco to Pittsburgh leaving after 8 PM on Monday night; I also need a flight from Kansas City to Chicago that leaves Wednesday and arrives around 7 PM, and I would like a ticket from Denver, Colorado to Atlanta, Georgia with a stop in Pittsburgh.",(atis_flight),"(atis_flight_no, atis_flight, atis_airfare)",0,3
Mistral-3B,"Give me the round trip coach fare from Dallas to Baltimore, tell me what airlines fly from Dallas to Baltimore, and show me the flights from Baltimore to Pittsburgh.",(atis_flight),"(atis_airfare, atis_airline, atis_flight)",0,3
Mistral-3B,"Show me all flights from Philadelphia to San Francisco with one stop in Dallas while also telling me the flight number for the Continental flight which leaves Denver at 12:20 PM and goes to San Francisco, and what are the fares from Dallas to San Francisco on flight DL 217.",(atis_flight),"(atis_flight, atis_flight_no, atis_airfare)",0,3
Mistral-3B,"Does Continental fly from Denver to San Francisco, could you find me the cheapest fare from Boston to San Francisco, and I want to know the time of the latest flight I can take from Washington to San Francisco where I can get a dinner meal?",(atis_flight),"(atis_flight, atis_airfare, atis_flight_time)",0,3
Mistral-3B,"Tell me which airlines have flights from Pittsburgh to San Francisco on Monday, September second, show me flights from Washington DC to San Francisco with a stopover in Denver, and let me know how many United flights are there to San Francisco.",(atis_flight),"(atis_quantity, atis_airline, atis_flight)",0,3
Mistral-3B,"Please list all flights between Boston and Atlanta, provide the first flights and fares from Pittsburgh to Atlanta on a Thursday, and tell me how long the flight is from Atlanta to San Francisco at noon on November seventh.",(atis_flight),"(atis_flight, atis_flight#atis_airfare, atis_distance)",0,3
Mistral-3B,Show me all flights and fares from Dallas to San Francisco while also listing flights from Baltimore to San Francisco and telling me which airlines fly from Boston to San Francisco.,(atis_flight),"(atis_flight, atis_airline, atis_flight#atis_airfare)",0,3
Mistral-3B,"Could you please tell me the airlines that fly from Toronto to San Diego, what flights go from Philadelphia to San Francisco via Dallas, and what are the cities that American Airlines serves?",(atis_flight),"(atis_airline, atis_flight, atis_city)",0,3
Mistral-3B,"How long does it take to get from Atlanta airport into the city of Atlanta while I want information on flights from Atlanta to Washington DC after 4 PM on Wednesday, and on the 8 AM flight from San Francisco to Atlanta, what type of aircraft is used?",(atis_flight),"(atis_distance, atis_flight, atis_aircraft)",0,3
Mistral-3B,"What United Airlines first class airfare flights are available from Denver to Baltimore on July 3, what’s the name of the Denver airport, and I would like an American flight from Toronto to San Diego with a stopover in Denver, please.",(atis_flight),"(atis_airfare, atis_airport, atis_flight)",0,3
Mistral-3B,Show me fares from Houston to Las Vegas while also displaying flights from San Francisco to Dallas.,(atis_flight),"(atis_airport, atis_airfare, atis_flight)",0,3
Mistral-3B,"List the flights from Denver to San Francisco on Monday, Tuesday, Wednesday, Thursday, and Friday, and tell me the kind of aircraft United Airlines flies from Denver to San Francisco before 10 o'clock in the morning, then list departure times from Denver to Philadelphia that are later than 10 o'clock and earlier than 2 PM.",(atis_flight),"(atis_flight, atis_flight_time, atis_aircraft)",0,3
Mistral-3B,"How much is the ground transportation between Atlanta and downtown, which airline has the most arrivals in Atlanta, and what is the last flight from Atlanta to Boston?",(atis_flight),"(atis_ground_fare, atis_airline, atis_flight)",0,3
Mistral-3B,"Can you show me what fares are available from Oakland to Dallas on December sixteenth one way only, show me times for flights from San Francisco to Atlanta, and show me flights from Baltimore to Philadelphia please?",(atis_flight),"(atis_airfare, atis_flight_time, atis_flight)",0,3
Mistral-3B,"What time does the flight leave Denver going to San Francisco on Continental Airlines, and show me the flights from Denver to Atlanta while also showing all flights and fares from Dallas to San Francisco.",(atis_flight),"(atis_flight_time, atis_flight, atis_flight#atis_airfare)",0,3
Mistral-3B,"How many Delta flights leave from Washington, and which airlines fly from Boston to Washington, in addition to American Airlines flights from Phoenix to Milwaukee?",(atis_flight),"(atis_quantity, atis_flight, atis_airline)",0,3
Mistral-3B,"I need to find a flight from Philadelphia to San Francisco that has a stopover in Dallas, determine what fare codes cover flights from Philadelphia to San Francisco, and find out which airline can fly me from Atlanta to Denver to San Francisco.",(atis_flight),"(atis_abbreviation, atis_flight, atis_airline)",0,3
Mistral-3B,"List all flights arriving in Pittsburgh Monday evening from San Francisco that offer first class, and provide the first class and coach fares for flights from Chicago to Kansas City arriving around 7 PM next Thursday, while also determining how many cities are served by American Airlines with first class flights.",(atis_flight),"(atis_flight, atis_airfare, atis_quantity)",0,3
Mistral-3B,"I would like some information on flights leaving Boston to Atlanta, including how long it takes to fly there and which airline has the most arrivals in Atlanta.",(atis_flight),"(atis_distance, atis_flight, atis_airline)",0,3
Mistral-3B,"I'm going to leave Philadelphia and want to fly first class American with a stop in Dallas to San Francisco, so can you please tell me what type of aircraft you will be flying and show me all flights and fares from Dallas to San Francisco while I'm also looking for a flight from Oakland to Denver with a stopover in Dallas Fort Worth.",(atis_flight),"(atis_aircraft, atis_flight#atis_airfare, atis_flight)",0,3
